channel,watch_time_minutes,stream_time_minutes,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language,watch_time_hours,stream_time_hours,followers_per_hour,views_per_follower,engagement_rate
ReventXz,286819950,84330,47282,3073,362062,219868,8050871,True,False,Spanish,4780332.5,1405.5,156.43400924937745,36.616838284789054,0.008487496616601576
PatoPapao,286740930,100470,11694,2795,656860,116753,8955254,True,False,Portuguese,4779015.5,1674.5,69.7240967452971,76.70256010552191,0.004255092409341413
Replays,285932205,140220,16193,1983,871405,449727,5185473,True,False,English,4765536.75,2337.0,192.43774069319642,11.530268362806769,0.002275635324562058
cdewx,284645955,139140,23448,1904,380159,50596,8015709,True,False,English,4744099.25,2319.0,21.81802501078051,158.42574511819117,0.005008430682951081
亞洲統神 (asiagodtonegg3be0),284354865,63645,18594,4426,494643,22853,11106574,True,False,Chinese,4739247.75,1060.75,21.54419043129861,486.000700126898,0.008947867451879437
BotezLive,283479405,115845,36278,1985,330772,280964,12851602,True,False,English,4724656.75,1930.75,145.5206525961414,45.741098503722895,0.006001112548825172
Conterstine,283398825,92805,18090,2557,386804,375789,5308302,True,False,Spanish,4723313.75,1546.75,242.9539356715694,14.125751419014394,0.0066105831377131575
BeyondTheSummit_PT,282753480,339000,49496,807,203549,60955,9694977,True,False,Portuguese,4712558.0,5650.0,10.788495575221239,159.0513821671725,0.003964647333074591
AlphaCast,281533785,84165,28898,3046,411993,152951,8864009,True,True,French,4692229.75,1402.75,109.03653537693816,57.9532595406372,0.007393329498316719
DownToQuest,281365035,513540,20723,543,82299,53724,3524088,True,True,English,4689417.25,8559.0,6.276901507185419,65.59615814161269,0.006597893048518208
똘똘똘이_ (jungtaejune),280810635,165945,6787,1649,124835,15713,8660860,True,False,Korean,4680177.25,2765.75,5.681279942149508,551.1907337873099,0.01320943645612208
PENTA,280798065,116745,7172,2322,152821,40474,2786097,True,True,English,4679967.75,1945.75,20.801233457535655,68.83670998665811,0.015194246863978118
thedarkness,280707810,155595,7440,1914,536792,138160,7628946,True,False,Portuguese,4678463.5,2593.25,53.27677624602333,55.21819629415171,0.0035656269094919446
uhSnow,280296045,88500,8375,3150,134611,43869,3334788,True,True,English,4671600.75,1475.0,29.741694915254236,76.01695958421665,0.023400762196254393
JERICHO,280176915,112860,21935,2401,1191987,66665,7582522,True,False,English,4669615.25,1881.0,35.441254651780966,113.74067351683792,0.0020142837128257272
T90Official,279691620,76395,51422,3379,160226,69044,6886631,True,False,English,4661527.0,1273.25,54.22658550952288,99.74264237297955,0.021088961841399023
DanucD,278223765,135030,4439,2045,546052,223147,12048648,True,False,English,4637062.75,2250.5,99.15441013108199,53.99421905739266,0.0037450645726048067
DisguisedToast,277695945,20325,38169,9892,1340283,192604,5928269,False,False,English,4628265.75,338.75,568.5726937269372,30.779573632946356,0.007380530828190763
DesertHeartsRecords,276313155,64620,24264,3620,85097,84304,58418224,False,False,English,4605219.25,1077.0,78.27669452181988,692.9472385651926,0.04253969000082259
Jankos,274889760,45045,18826,5858,573657,271355,9284513,True,False,English,4581496.0,750.75,361.4452214452214,34.215374693666966,0.010211677012570228
GarenaTW,273964050,12435,85416,22130,401222,21388,7818029,True,False,Chinese,4566067.5,207.25,103.19903498190591,365.53342996072564,0.055156496901964495
개복어 (dogswellfish),273920670,161235,10929,1601,215413,37690,10626908,True,False,Korean,4565344.5,2687.25,14.02549074332496,281.9556381002919,0.007432234823339353
Sykkuno,272813670,91035,29658,2530,334591,305734,5285377,True,False,English,4546894.5,1517.25,201.50535508320976,17.28750155363813,0.007561470571533604
JokerdTV,271815660,120165,319862,2013,159384,157656,9070954,True,True,English,4530261.0,2002.75,78.71976032954687,57.53637032526513,0.012629875018822467
A1taOda,269877405,140625,11974,1844,537519,67361,10306828,True,False,Russian,4497956.75,2343.75,28.740693333333333,153.00883300426062,0.0034305764075316407
livekiss,269518965,517260,7435,520,31323,2447,1641644,True,False,Chinese,4491982.75,8621.0,0.28384178169585894,670.8802615447487,0.016601219551128563
Jerma985,269372580,57495,15921,4773,334594,92752,3411872,True,True,English,4489543.0,958.25,96.79311244456039,36.78488873555287,0.014265049582479063
KamoLRF,269229795,66330,19264,3948,688868,184854,5731570,True,False,German,4487163.25,1105.5,167.21302578018995,31.005929003429735,0.0057311415249365625
GoldGlove,268632360,119895,22448,2196,1433703,23684,16902968,True,False,English,4477206.0,1998.25,11.852370824471413,713.6872149974666,0.0015316979876585318
harbleu,266439435,65775,13230,3926,349467,112349,3527460,True,False,English,4440657.25,1096.25,102.484834663626,31.39734221043356,0.011234251016548057
runthefutmarket,265426125,84945,20746,2999,292812,146753,4266359,True,False,English,4423768.75,1415.75,103.65742539290129,29.07169870462614,0.010242066581970685
웁_게임방송 (alenenwooptv),265229580,189900,4290,1418,125615,22295,5390604,True,False,Korean,4420493.0,3165.0,7.044233807266982,241.78533303431263,0.011288460772996856
KarmikKoala,262630950,120450,10587,2205,151920,71165,8619663,True,False,Russian,4377182.5,2007.5,35.44956413449564,121.12222300288063,0.014514218009478674
JustCooman,262612740,76035,10776,3287,159117,89413,7809170,True,False,Russian,4376879.0,1267.25,70.55671730124286,87.3381946696789,0.020657754985325263
IamCristinini,262492530,135240,7943,1906,398634,218848,12690137,True,False,Spanish,4374875.5,2254.0,97.09316770186335,57.986077094604475,0.004781328235925687
Xop0,262276575,235920,4074,1110,94751,50725,18709302,False,False,Russian,4371276.25,3932.0,12.900559511698882,368.8378905864958,0.011714915937562664
Warframe,262160025,13740,346131,12843,1254031,282680,5405191,True,False,English,4369333.75,229.0,1234.4104803493449,19.121236026602517,0.010241373618355526
Smoke,261617925,100050,25500,2331,166007,53212,2955403,True,False,English,4360298.75,1667.5,31.911244377811094,55.54016011425994,0.014041576560024577
Moondye7,261610875,97350,22231,2530,306920,39732,6839587,True,False,German,4360181.25,1622.5,24.48813559322034,172.14303332326588,0.008243190407923888
jean_mago,261252810,113445,11418,2012,342691,269837,7609872,True,False,Portuguese,4354213.5,1890.75,142.71426682533385,28.201736603949794,0.005871178408537137
mL7support,260845395,115380,9038,2124,342850,140872,5387428,True,False,English,4347423.25,1923.0,73.2563702548102,38.24342665682322,0.006195129065188858
KriszhAdvice,258011790,147675,28709,1593,284899,97984,6927865,True,False,Hungarian,4300196.5,2461.25,39.81066531234129,70.70404351730895,0.005591455217463031
QuickyBaby,255820995,118710,11077,2207,416329,45998,5642381,True,False,English,4263683.25,1978.5,23.24892595400556,122.66578981694856,0.005301096008205049
aDrive,255087615,101085,14637,1692,461081,117274,3858228,True,False,English,4251460.25,1684.75,69.60914082208043,32.89926155840169,0.003669637222093298
Ampeterby7,254852265,27480,43882,9301,1194476,1185647,6513197,False,False,Spanish,4247537.75,458.0,2588.7489082969432,5.493369443012971,0.007786678007762399
KabajiOW,254772135,72240,13865,3252,369667,87338,4098475,True,True,English,4246202.25,1204.0,72.53986710963456,46.92659552542994,0.008797106585115793
SNEUX,254717640,57510,30067,3748,196635,155555,4540889,True,False,Spanish,4245294.0,958.5,162.29003651538864,29.19153354119122,0.019060696213797138
TrU3Ta1ent,254345355,113745,10901,2204,595939,101235,6614948,True,False,English,4239089.25,1895.75,53.40102861664249,65.34250012347508,0.003698365101126122
OgamingSC2,253498875,484455,11457,547,105368,11075,15776556,True,False,French,4224981.25,8074.25,1.3716444251788091,1424.519729119639,0.005191329435881862
머독 (ajehr),252452325,76575,11117,3292,362794,86655,5623906,True,False,Korean,4207538.75,1276.25,67.89813907933399,64.89995960994749,0.009074019967254144
cyr,252345645,146190,19267,1678,182107,49771,4106827,True,True,English,4205760.75,2436.5,20.427252206033245,82.51445620943923,0.009214362984399281
MrSavage,251627985,33030,31525,6883,1651212,734583,9931629,True,False,English,4193799.75,550.5,1334.392370572207,13.520090990398634,0.004168453233140263
Perxitaa,251497200,30330,55418,8010,689582,669977,7036771,True,False,Spanish,4191620.0,505.5,1325.3748763600395,10.503003834459989,0.01161573242921074
IlloJuan,251067885,60495,24315,4087,275174,178705,5676686,True,False,Spanish,4184464.75,1008.25,177.24274733449045,31.76568087070871,0.014852420650206779
masondota2,250624350,83205,8377,2882,104526,39906,3406472,True,False,English,4177072.5,1386.75,28.776636019469983,85.36240164386308,0.027572087327554867
Annoying,250297065,64290,17361,3884,431285,158587,1799471,True,False,English,4171617.75,1071.5,148.0046663555763,11.3469010700751,0.009005645918592113
고차비 (kumikomii),249821475,152370,5227,1615,177741,62122,5979126,True,False,Korean,4163691.25,2539.5,24.462295727505413,96.24812465793117,0.009086254718944982
Manyrin,249488880,109125,17140,2284,449520,146381,11128490,True,False,Russian,4158148.0,1818.75,80.48439862542955,76.02414247750733,0.0050809752625022245
1DrakoNz,249476295,99180,15242,2655,373375,252999,6950267,True,True,Portuguese,4157938.25,1653.0,153.05444646098005,27.471519650275297,0.007110813525276197
Pace22,247862850,156975,10350,1524,171871,112723,3080537,True,True,English,4131047.5,2616.25,43.08571428571429,27.328380188603923,0.008867115452868722
Rammus53,247730100,104520,16370,2217,978645,332303,11041262,True,True,Turkish,4128835.0,1742.0,190.75947187141216,33.226489077739295,0.0022653771285808437
SaltyTeemo,247613265,517980,1803,476,173196,36103,2117741,False,False,English,4126887.75,8633.0,4.1819761380748295,58.65831094368889,0.0027483313702394976
Odablock,247535550,101595,29397,2336,131966,92477,4228405,True,False,English,4125592.5,1693.25,54.61508932526207,45.723855661407704,0.01770152918175894
MckyTV,247481385,65025,49791,3599,722041,256660,9947455,True,False,German,4124689.75,1083.75,236.8258362168397,38.75732486558093,0.004984481490663273
Calebhart42,246974370,124830,6763,1808,177595,13410,2533119,True,False,English,4116239.5,2080.5,6.4455659697188175,188.89776286353467,0.010180466792420958
MacieJay,246761880,107805,7318,2249,835787,195140,5353692,True,False,English,4112698.0,1796.75,108.60720745791012,27.435133750128113,0.0026908769818147446
R6esportsBR,246712590,47100,60386,4021,323856,98848,5855733,True,False,Portuguese,4111876.5,785.0,125.92101910828025,59.23977217546131,0.012416012054740378
chistor_,246342825,128430,7099,1838,89608,30354,5658271,True,False,Russian,4105713.75,2140.5,14.180798878766643,186.40940238518812,0.020511561467726095
Kephrii,245934495,165135,8709,1297,559647,102990,5923710,True,False,English,4098908.25,2752.25,37.420292487964396,57.51733177978444,0.0023175323016115515
FEDMYSTER,245399790,24945,35011,9086,609723,284967,5176805,True,False,English,4089996.5,415.75,685.4287432351173,18.166331540143243,0.014901848872356791
Gosu,244854375,64590,16362,3502,1751290,185952,9377658,True,False,English,4080906.25,1076.5,172.73757547607988,50.43053045947341,0.0019996688155588167
supertf,244635645,90585,9118,2526,196136,139939,3551440,True,False,English,4077260.75,1509.75,92.69018049345918,25.378486340476922,0.012878818778806542
MoMaN,244502235,145755,16550,1363,360418,120693,8390437,True,True,French,4075037.25,2429.25,49.68323556653288,69.5188370493732,0.003781720113867787
Kotton,244412715,73005,58818,2757,253065,80920,4459178,True,True,English,4073545.25,1216.75,66.50503390178756,55.10600593178448,0.010894434236263411
saintvicious,244262295,168030,5370,1422,247236,44436,3133396,True,False,English,4071038.25,2800.5,15.867166577396894,70.51480781348457,0.0057515895743338345
winstrike_tv,243711495,19695,153252,12058,148183,148055,8767404,True,False,Russian,4061858.25,328.25,451.04341203351106,59.217209820674746,0.08137235715297976
pijack11,243578730,148140,8181,1569,252717,144993,6752832,True,True,Portuguese,4059645.5,2469.0,58.72539489671932,46.573503548447164,0.006208525742233407
pqueen,243465255,88965,11976,2602,485787,328149,8544093,True,False,Turkish,4057754.25,1482.75,221.31107738998483,26.037236133585658,0.005356256960355053
Northernlion,242833140,60855,9312,3968,359260,22629,3384340,True,False,English,4047219.0,1014.25,22.3110672911018,149.55764726678157,0.011044925680565608
Nattank,241616550,144480,8770,1537,86544,67207,8232442,True,True,Portuguese,4026942.5,2408.0,27.90988372093023,122.49381760828486,0.017759752264743946
bmkibler,241615470,103230,15034,2247,475075,23971,5087052,True,False,English,4026924.5,1720.5,13.932577739029352,212.2169287889533,0.004729779508498658
Arteezy,240834885,12285,31009,19681,634982,99726,3776042,True,True,English,4013914.75,204.75,487.06227106227107,37.86416781982632,0.030994579373903514
선바 (sunbaking),240663180,86235,8260,2762,251416,98720,3298202,True,False,Korean,4011053.0,1437.25,68.68672812663071,33.40966369529984,0.01098577656155535
flamuu,239018790,126915,5242,1851,117425,36301,3225407,True,True,English,3983646.5,2115.25,17.16156482685262,88.85173962149803,0.01576325314030232
Mixwell,238993935,52905,23552,4219,331208,271798,6539837,True,False,Spanish,3983232.25,881.75,308.2483697193082,24.06138750101178,0.012738218883601845
AntoineDanielLive,238217145,54870,16671,3964,416920,272263,6778234,True,False,French,3970285.75,914.5,297.71787862219793,24.89590579696837,0.009507819245898493
G4G_REVENANT,237767160,82110,14376,2947,284620,69353,6608568,True,False,Spanish,3962786.0,1368.5,50.67811472415053,95.288855565008,0.010354156419085096
maxim,236707830,71685,21262,3173,312566,129119,5439874,True,True,German,3945130.5,1194.75,108.07198158610588,42.130701136161214,0.010151456012490161
양띵 (yd0821),236218920,28275,38412,8075,279864,56233,1901665,True,False,Korean,3936982.0,471.25,119.32732095490717,33.81759820745825,0.02885330017437041
c9judite,235689105,364425,8210,644,105341,84754,7982996,True,False,Portuguese,3928151.75,6073.75,13.9541469438156,94.19019751280176,0.0061134790822186995
WOKE,235303170,51600,50598,3827,107484,105725,3460437,True,True,English,3921719.5,860.0,122.93604651162791,32.730546228422796,0.035605299393398085
Amaz,235255500,84525,12652,2764,915023,-5405,4237993,True,False,English,3920925.0,1408.75,-3.836734693877551,-784.0875115633672,0.0030206890974325234
ESL_SC2,234726075,278745,40072,1414,305311,36130,5674624,True,False,English,3912101.25,4645.75,7.77700048431362,157.0612787157487,0.004631343122258942
CooLifeGame,234307740,47010,15459,4415,395859,167356,5764214,True,False,Spanish,3905129.0,783.5,213.60051052967455,34.4428284614833,0.011152961029053275
BruceGrannec,234104805,78270,11287,3011,463188,95268,5973378,True,False,French,3901746.75,1304.5,73.03027980068993,62.7007809547802,0.00650060018826049
CuteDog_,234058290,207090,7016,1104,113658,22074,3489772,True,True,English,3900971.5,3451.5,6.395480225988701,158.0942285041225,0.009713350578049939
大丸 (wtf_winds123),233395950,92775,11975,2410,259338,32952,9883708,True,False,Chinese,3889932.5,1546.25,21.310913500404205,299.9425831512503,0.009292891901688144
theRealShooKon3,233210205,166260,6148,1333,126282,37207,2944974,True,True,English,3886836.75,2771.0,13.427282569469506,79.15107372268659,0.010555740327204194
Albralelie,232815960,128580,18730,1668,240030,216977,5392597,True,False,English,3880266.0,2143.0,101.24918338777415,24.85331164132604,0.006949131358580178
룩삼 (looksam),232224165,75030,32222,3302,285474,14351,7901792,True,False,Korean,3870402.75,1250.5,11.476209516193522,550.6091561563654,0.011566727617926676
GTimeTV,232140015,187335,14110,1022,665021,155419,5838039,True,True,German,3869000.25,3122.25,49.777884538393785,37.56322586041604,0.0015367935749397387
WagamamaTV,231985905,178470,7377,1268,312799,20933,3880798,True,False,English,3866431.75,2974.5,7.0374852916456545,185.39139158266852,0.004053721399365088
sleepy,231452460,107280,8855,2103,317125,254462,3295029,True,False,English,3857541.0,1788.0,142.3165548098434,12.949002208581241,0.006631454473787939
FifaTargrean,231025755,170820,6721,1353,396862,66121,7798628,True,False,Thai,3850429.25,2847.0,23.224798033017212,117.94479817304638,0.0034092455311922026
GrandPOObear,231011760,101175,13295,2230,253619,44926,3877237,True,True,English,3850196.0,1686.25,26.642550037064492,86.30274228731692,0.008792716634006128
Pun1shers_TV,230552955,123345,6289,1961,82289,51159,4148542,True,False,Greek,3842549.25,2055.75,24.885808099233856,81.09114720772493,0.023830645651302117
gamelifeow,229805670,99600,37939,1659,234471,169229,8373012,True,False,Russian,3830094.5,1660.0,101.94518072289156,49.4774063547028,0.007075501874432233
Sh4dowehhh,229762950,112875,11788,2012,84234,70619,6477747,True,False,Russian,3829382.5,1881.25,37.53833887043189,91.72810433452753,0.02388584182159223
LuluLuvely,229749045,107070,10110,2178,431852,360592,6019198,True,False,English,3829150.75,1784.5,202.06892687027178,16.69254448240671,0.005043394496262609
Swifty,229431480,122160,19884,1572,615027,71011,8647522,True,False,English,3823858.0,2036.0,34.87770137524558,121.77721761417246,0.0025559853469847666
Mibrtv,228640020,82620,151094,3310,250709,242229,6671227,True,False,Portuguese,3810667.0,1377.0,175.91067538126362,27.54099220159436,0.013202557546797283
PsheroTV,228376905,184215,10739,1166,202779,59927,5384623,True,True,English,3806281.75,3070.25,19.518605976711996,89.85303786273299,0.005750102328150351
bytarifaaa,228077640,15390,121009,13435,638657,629175,3651549,True,False,Spanish,3801294.0,256.5,2452.9239766081873,5.803709619740136,0.02103633092567685
Alderiate,227675805,69030,11480,3337,319860,80730,5471250,True,False,French,3794596.75,1150.5,70.16949152542372,67.77220364176885,0.010432689301569436
Solaaaa,227479455,96375,16718,2227,309594,107558,5135340,True,False,German,3791324.25,1606.25,66.96217898832685,47.74484464196062,0.007193291859661363
Strippin,227458650,121575,9127,1816,293665,19904,3115313,True,False,English,3790977.5,2026.25,9.823072177668106,156.51693127009645,0.006183917048337391
Mendo,226473345,99480,25321,1959,518090,176007,5487693,True,True,English,3774555.75,1658.0,106.1562123039807,31.1788337963831,0.003781196317242178
Pikabooirl,225939795,103740,21309,2146,237214,78399,5574448,True,False,English,3765663.25,1729.0,45.34355118565645,71.10355999438768,0.00904668358528586
Skadoodle,225401640,89955,30357,2318,611890,219104,5373229,True,True,English,3756694.0,1499.25,146.14240453560114,24.523646304951072,0.0037882625962182745
MasterSnakou,225243465,124275,12948,1786,448316,73137,6565757,True,False,French,3754057.75,2071.25,35.310561255280625,89.77339786975129,0.003983797143086573
루시아 (lucia94),224762820,141705,8886,1603,82578,37026,5801449,True,False,Korean,3746047.0,2361.75,15.677357891394093,156.68581537298115,0.019411949914020683
Otzdarva,222546390,91905,14940,2387,262104,146762,3176930,True,False,English,3709106.5,1531.75,95.8132854578097,21.646815933279733,0.009107072001953423
꽃핀 (cherrypach),222377040,94125,10985,2369,240835,90457,6606649,True,False,Korean,3706284.0,1568.75,57.661832669322706,73.03634876239539,0.009836610127265555
Opat04,222161730,116775,9497,1814,178477,109720,6632006,True,False,Czech,3702695.5,1946.25,56.37508028259473,60.44482318629238,0.0101637746040106
icebergdoto,221837100,52380,16441,3746,171113,84551,6944929,True,False,Russian,3697285.0,873.0,96.85108820160366,82.13893389788412,0.021891966127646642
P4wnyhof,221823735,181830,7196,1205,489174,6719,6891131,True,False,German,3697062.25,3030.5,2.2171258868173567,1025.618544426254,0.0024633361544154023
Mazarin1k,220905615,202410,9605,780,205378,68292,9980766,True,False,Czech,3681760.25,3373.5,20.243663850600267,146.1483921982077,0.003797875137551247
김뚜띠_ (kimdduddi),219998175,90750,7244,2318,149158,67954,3549865,True,False,Korean,3666636.25,1512.5,44.92826446280992,52.23923536509992,0.015540567720135696
옥냥이 (rooftopcat99),218888325,92805,8794,2256,214028,59213,5969221,True,False,Korean,3648138.75,1546.75,38.28220462259576,100.80929863374597,0.010540676920776721
KingGothalion,218707740,34875,41994,5792,1015521,44907,3349456,True,False,English,3645129.0,581.25,77.25935483870968,74.58650099093683,0.0057034763436699
ItsSlikeR,218576850,95655,12762,2317,283503,154360,5243404,True,True,English,3642947.5,1594.25,96.8229575035283,33.96867064006219,0.008172753022013876
Alinity,218509065,90150,17341,2441,1203324,255987,13908506,True,False,English,3641817.75,1502.5,170.3740432612313,54.33286065308004,0.002028547589842802
TidesofTime,218415420,88485,12457,2104,251700,27110,2240586,True,False,English,3640257.0,1474.75,18.38277674182065,82.6479527849502,0.008359157727453317
GernaderJake,218318010,146295,21162,1347,295771,70693,8847646,True,False,English,3638633.5,2438.25,28.993335383984416,125.1558994525625,0.004554199025597506
スタンミ (sutanmi),217833015,80190,7854,2683,53124,16505,3473483,True,False,Japanese,3630550.25,1336.5,12.349420127197906,210.450348379279,0.050504480084331
DarioMocciaTwitch,217475940,103995,8160,1749,114376,96707,4356099,True,False,Italian,3624599.0,1733.25,55.79518246069522,45.044298758104375,0.015291669581030986
bebe872,217343400,212205,4965,1087,70232,51251,2383295,True,False,English,3622390.0,3536.75,14.490987488513467,46.50240970907885,0.015477275316095227
Lasqa,216969405,72210,10010,2863,135446,25351,5298356,True,True,Russian,3616156.75,1203.5,21.06439551308683,208.99988166147293,0.021137575122188917
六希夫 (qttsix),216951540,154035,9671,1412,118305,23620,8174656,True,False,Chinese,3615859.0,2567.25,9.200506378420489,346.0904318374259,0.011935252102616119
Flight23white,216792240,31455,74388,7522,828896,704583,2016920,True,False,English,3613204.0,524.25,1343.9828326180257,2.862572613872319,0.009074721074778982
Heelmike,216316170,101400,18963,2115,308927,208795,3406743,True,True,English,3605269.5,1690.0,123.54733727810651,16.31620967935056,0.006846277599562356
OGADotaPIT,216072855,18705,60846,10161,157820,48664,8333671,True,False,English,3601214.25,311.75,156.09943865276665,171.2491985862239,0.06438347484475986
SoloRenektonOnly,215806260,122985,5118,1735,391603,74554,4581141,True,False,English,3596771.0,2049.75,36.372240517136234,61.44728653056845,0.004430507427164756
OfficialAndyPyro,215726910,209625,9676,1027,255595,29422,10284627,True,True,Finnish,3595448.5,3493.75,8.421323792486584,349.55567262592615,0.004018075470959917
k3soju,215233395,125865,7504,1647,76666,70939,2609837,True,False,English,3587223.25,2097.75,33.816708378024074,36.78987580879347,0.02148279550256959
SkyrrozTV,215122605,85890,17061,2185,597890,216436,6233611,True,False,French,3585376.75,1431.5,151.19524973803703,28.80117448113992,0.0036545183896703405
LeBouseuh,214699305,61455,24497,3678,988237,351530,4545514,True,False,French,3578321.75,1024.25,343.20722479863315,12.930657411885187,0.00372177928978575
BikeMan,214504440,136845,7223,1486,264192,11101,3531376,True,True,English,3575074.0,2280.75,4.867258577222405,318.1133231240429,0.00562469718992248
Rubini,214130175,161985,5521,1284,102528,43426,7976244,True,True,Portuguese,3568836.25,2699.75,16.085193073432727,183.67438861511536,0.012523408239700374
JLWaliid,213819030,94875,19603,2239,272391,246417,4345817,True,False,French,3563650.5,1581.25,155.83683794466404,17.636027546800747,0.008219801682140745
qSnake,212541900,152955,5441,1389,200878,37641,6296155,True,False,Russian,3542365.0,2549.25,14.76551927037364,167.26853696766824,0.00691464470972431
Criken,212449905,113040,11050,1828,285509,32753,3593487,True,True,English,3540831.75,1884.0,17.384819532908704,109.71474368760114,0.006402600268292769
Loserfruit,212318190,99525,42374,1816,1869993,790345,10477877,True,False,English,3538636.5,1658.75,476.47023360964585,13.257345842638342,0.0009711266298857804
Broxah,212141310,46605,13137,4269,317896,209200,5351294,True,False,English,3535688.5,776.75,269.327325394271,25.579799235181646,0.01342892014998616
JonVlogs,212114490,81180,21617,2239,480299,261559,3260166,True,False,Portuguese,3535241.5,1353.0,193.31781226903178,12.464361769237533,0.00466167949548094
ImSoFresh,211617645,180060,5788,1119,111954,36095,3673955,True,False,French,3526960.75,3001.0,12.027657447517495,101.78570439118991,0.009995176590385338
BeBePtv,211307910,110010,14353,1865,57205,24674,63847323,True,False,Russian,3521798.5,1833.5,13.45732206163076,2587.635689389641,0.03260204527576261
TrilluXe,210899220,79170,27943,2095,412495,95629,7212835,True,False,German,3514987.0,1319.5,72.47366426676771,75.4251848288699,0.00507884944059928
landonorris,209499930,30120,97550,6524,584831,457635,12694726,True,False,English,3491665.5,502.0,911.6235059760957,27.73984944333366,0.011155359411522302
LotharHS,208564530,152235,14561,898,251812,136198,6742783,True,False,Polish,3476075.5,2537.25,53.67937727854961,49.507210091190764,0.003566152526488015
ElcanaldeJoaco,208060515,20445,48072,8673,810622,758797,4893535,True,True,Spanish,3467675.25,340.75,2226.843727072634,6.449070041130895,0.010699191485057154
CzechCloud,207938580,145050,8212,978,180668,111145,9000160,True,False,Czech,3465643.0,2417.5,45.9751809720786,80.97674209366143,0.005413244182699758
chess24,207560115,82035,32856,1603,66198,49745,20337169,True,False,English,3459335.25,1367.25,36.38325105138051,408.8284048648105,0.02421523308861295
TheNo1Alex,206694345,176910,8554,1105,140855,30883,7225371,True,False,English,3444905.75,2948.5,10.47413939291165,233.95949227730466,0.007844946931241348
Crystal_LoL,206487075,139725,7471,1466,167132,98846,5571500,True,False,Turkish,3441451.25,2328.75,42.44594739667203,56.36545737814378,0.008771509944235693
WeAreTheVR,206446935,75975,20851,2688,410814,85526,9512134,True,True,Hungarian,3440782.25,1266.25,67.54274432379071,111.21920819399949,0.006543107099563306
AdzTV,206255820,137250,11247,1443,489577,167548,4236933,True,False,French,3437597.0,2287.5,73.24502732240437,25.28787571322845,0.00294744238393552
IrmanPlay,205792560,42570,17697,2612,252042,232876,3312084,False,False,Russian,3429876.0,709.5,328.22551092318537,14.222521857125681,0.010363352139722745
Tomato,205792050,76080,5358,2675,92634,36010,2200922,True,True,English,3429867.5,1268.0,28.399053627760253,61.119744515412386,0.028877086167066086
쫀득이_ (pjs9073),205748130,79215,15654,2597,193757,115990,5979215,True,False,Korean,3429135.5,1320.25,87.85457299753834,51.54940081041469,0.013403386716350893
runitup247,205746015,486000,1182,422,91608,30397,2424188,True,False,English,3429100.25,8100.0,3.752716049382716,79.75089647004638,0.004606584577766134
NeZaK_,205442370,134205,7262,1407,255840,207722,3017013,True,False,Italian,3424039.5,2236.75,92.86777690846094,14.524282454434292,0.00549953095684803
피닉스박1 (xkwhd),205225605,179595,9938,1139,142209,50675,4794915,True,False,Korean,3420426.75,2993.25,16.929758623569697,94.62091761223483,0.008009338368176416
skill4ltu,205017270,135510,4049,1503,127741,46398,4548052,True,True,English,3416954.5,2258.5,20.543723710427276,98.02258718048192,0.011765995256025865
ilMasseo,204889125,92370,8980,2184,617665,436741,4364008,True,False,Italian,3414818.75,1539.5,283.69015914257875,9.99221048630653,0.003535897290602511
Worrun_,204440715,94455,41881,1728,146163,103762,3425022,True,True,English,3407345.25,1574.25,65.91202159758615,33.008442397023956,0.01182241743806572
brax,204330900,26010,28736,5295,574927,282648,4449212,True,False,English,3405515.0,433.5,652.0138408304498,15.741176304095553,0.009209864904587887
